,topic,words,primitives,category,primitives_corrected,primitives_corrected_1,primitives_corrected_2
32,32,"['adi' 'erfscheeders' 'voorseide' 'voorseiden' 'proprietaris' 'voorhoofde'
 'cheins' 'erfve' 'bijlech' 'neffens' 'bijlegh' 'visiteren' 'visiteeren'
 'gheswooren' 'odemaer' 'ghecommitteert' 'ghevel' 'besichtighen' 'sauden'
 'voorseit' 'huijsekens' 'depost' 'onderschreven' 'huijseken' 'werck'
 'ghecommitteerde' 'saude' 'tobias' 'ghevels' 'ghijnghen' 'overwaele'
 'weesaert' 'ande' 'gheordonneert' 'vischmarct' 'rechte' 'ghebueren'
 'visitacije' 'bordesschen' 'weghens' 'ghevisiteert' 'maecken' 'legghen'
 'anden' 'danneels' 'midtsgaeders' 'ghestaen' 'ghelijck' 'oversulcx'
 'volghens']",796,2,716,303,198
33,33,"['melkvee' 'duur' 'kalvers' 'kaas' 'melk' 'schaarsheid' 'markt' 'kalven'
 'aardappels' 'goedkoop' 'gemaak' 'thans' 'melke' 'vee' 'melken' 'boter'
 'koejen' 'varkens' 'hooi' 'duurder' 'ld' 'gld' 'aardappelen' 'dalend'
 'biggen' 'guld' 'maar' 'zoort' 'zetten' 'geld' 'zeug' 'goed' 'daardoor'
 'voorjaar' 'koeijen' 'tothiertoe' 'uitmuntend' 'muizen' 'jongvee'
 'steeds' 'oorzaak' 'stuks' 'rijzend' 'boerenstand' 'genoegzaam'
 'goedkoper' 'overvloed' 'verkogt' 'echter' 'koopen']",729,6,587,553,551
34,34,"['ghelijc' 'sommeghe' 'ooc' 'upde' 'diverssche' 'dierghelijcke' 'danof'
 'dwelck' 'updat' 'dwelc' 'mesdaet' 'es' 'up' 'sconijncs' 'uutghelesen'
 'metgaders' 'causen' 'pastuers' 'gheboden' 'meynsschen' 'werdene'
 'voornomde' 'hemlien' 'moghen' 'gheweest' 'eeneghe' 'qualic' 'conijnc'
 'upden' 'ghelijcke' 'ghepublieert' 'anderssins' 'voorscreven' 'heleghe'
 'zegghende' 'bijden' 'pastuer' 'zulcx' 'haerlier' 'alleene' 'ghebuert'
 'zulcke' 'ontfaen' 'huerlieder' 'lettel' 'stick' 'hemlieden' 'voortan'
 'moghelic' 'xen']",724,7,690,539,586
35,35,"['spagnien' 'carel' 'philippus' 'hertogh' 'maria' 'carolus' 'koninginne'
 'theresia' 'vranckrijck' 'vranckryck' 'ludovicus' 'koningh' 'oostenrijck'
 'sone' 'koninck' 'isabella' 'oostenryk' 'hongarien' 'houwelijck'
 'bohemen' 'coninck' 'margareta' 'stirf' 'coninginne' 'ghetrauwt'
 'oorlogh' 'prins' 'anno' 'princesse' 'sicilien' 'haeren' 'keyser' 'rooms'
 'engelandt' 'hertog' 'keijser' 'getrouwt' 'erfgenaem' 'koning'
 'spaeignen' 'dochter' 'ferdinandus' 'trouwde' 'hertoginne' 'vrouwe'
 'denemarcken' 'engelant' 'elisabeth' 'geboren' 'ryck']",678,12,419,358,338
36,36,"['musieck' 'hanswijck' 'solemnele' 'gesongen' 'hooghmisse' 'rombouts'
 'rombout' 'misse' 'kerck' 'singen' 'solemneel' 'metropolitaine'
 'processie' 'gecelebreert' 'sermoon' 'vesperen' 'capittel' 'choor' 'loff'
 'kercke' 'feestdagh' 'wirdt' 'miraculeus' 'sacrament' 'reliquien'
 'autaer' 'eeren' 'lof' 'benedictie' 'flambeeuwen' 'autaers' 'peeters'
 'clergie' 'devotie' 'middagh' 'solemnelyk' 'heyligh' 'canonick'
 'flambeuwen' 'vigilien' 'laudamus' 'capelle' 'jubile' 'gudula'
 'vergeselschapt' 'hoogmisse' 'authaer' 'eminentie' 'dagh' 'welck']",661,11,539,365,271
37,37,"['sterff' 'vranckryck' 'stierff' 'keyser' 'lodewyck' 'syns' 'coninck'
 'anno' 'hertoge' 'spaengnien' 'keysers' 'vuyt' 'opter' 'soe' 'sone'
 'behoeff' 'ryck' 'huysvrouwe' 'alsoe' 'conincx' 'gecoren' 'onssen' 'peys'
 'naemaels' 'oostenryck' 'naermaels' 'maximiliaen' 'philippus' 'genoempt'
 'philips' 'waert' 'dusent' 'soene' 'dyen' 'prinche' 'genoemt' 'gelre'
 'beyeren' 'hoem' 'bestant' 'eyn' 'eynen' 'opten' 'gecomen' 'cccc'
 'hartoge' 'selffs' 'synde' 'synre' 'duytslant']",616,12,380,398,345
38,38,"['gekwetst' 'fabriek' 'terwyl' 'dood' 'lyk' 'morgend' 'dadelyk' 'weynige'
 'genaemd' 'geraekt' 'had' 'kind' 'werken' 'gedragen' 'gevat' 'byloke'
 'wierd' 'zich' 'ongelukkigen' 'brand' 'ongeluk' 'zyner' 'aenstonds'
 'steek' 'zoodanig' 'hoofd' 'bevond' 'gesprongen' 'vond' 'deed' 'alhoewel'
 'vuur' 'sprong' 'weg' 'tyd' 'katoen' 'gered' 'ongelukkige' 'militairen'
 'oorzaek' 'orangisten' 'stak' 'kleyn' 'citadel' 'gevaer' 'verdronken'
 'insgelyks' 'kogel' 'zynen' 'niemand']",614,9,555,352,394
39,39,"['oorlog' 'engeland' 'frankrijk' 'vrankrijk' 'mogendheden' 'algemeene'
 'republiek' 'vrankryk' 'koning' 'keizer' 'grondgebied' 'magt' 'verbond'
 'spanje' 'tractaat' 'spanjen' 'oorlogs' 'volken' 'belgien' 'frankryk'
 'volkeren' 'rijk' 'vreede' 'rusland' 'bekend' 'ryk' 'nederland'
 'bondgenooten' 'europa' 'reeds' 'vereenigde' 'mogentheden' 'echter' 'had'
 'land' 'conventie' 'geteekend' 'vaderland' 'verklaard' 'wereld' 'zaak'
 'voorbeeld' 'duitschland' 'verdediging' 'pruissen' 'magtig' 'holland'
 'zweeden' 'staat' 'hollandsche']",612,8,304,264,251
40,40,"['peereboom' 'prezident' 'voorgem' 'offic' 'burgem' 'kronijk' 'krijgsraed'
 'rijnink' 'purmerende' 'stadshuijs' 'burgereij' 'lugtig' 'pereboom'
 'schutters' 'hinloopen' 'heefd' 'krijgsraad' 'verzogt' 'regeeringe'
 'perzoonen' 'perzoon' 'louwen' 'burgerm' 'geresolveerd' 'burger'
 'schutterij' 'artic' 'capit' 'deze' 'gerret' 'vroedschap' 'claas'
 'schoorl' 'burgerij' 'wormer' 'vroedschappen' 'genootschap' 'regeer'
 'moog' 'vroedschaps' 'verzoek' 'regeringe' 'adelborsten' 'werd' 'muller'
 'regenten' 'tijd' 'wijze' 'dewelke' 'verkiezen']",610,2,505,253,198
41,41,"['duur' 'ld' 'dalend' 'aardappelen' 'goedkoop' 'rijzend' 'erwten' 'kaas'
 'koejen' 'zoort' 'boekweit' 'cents' 'aardappels' 'duurder' 'goedkoper'
 'enz' 'varkens' 'boter' 'melk' 'bijzonder' 'muizen' 'hooi' 'daardoor'
 'prijzen' 'gemaak' 'vee' 'eenden' 'vroeger' 'gort' 'thans' 'geld'
 'kalven' 'goed' 'longziekte' 'deugd' 'biggen' 'oorzaak' 'duurte' 'maar'
 'aanwezig' 'guld' 'velen' 'vaak' 'klagen' 'gering' 'voorjaar' 'vooral'
 'zoorten' 'stuks' 'markt']",600,6,517,583,594
42,42,"['jacopsen' 'etx' 'vurts' 'endie' 'dircksen' 'soma' 'vandie' 'vur' 'uijte'
 'dijckgraeff' 'dwelcke' 'aendie' 'pietersen' 'vroetschappe' 'indie'
 'reeckeninge' 'schepene' 'coomt' 'schermer' 'jansen' 'opte' 'tgene'
 'rijp' 'dirck' 'dur' 'betaelt' 'saeck' 'datte' 'gesproocken' 'seeckere'
 'versochte' 'verschoten' 'wege' 'tselve' 'gecoomen' 'coomen'
 'eijndelijck' 'saecke' 'graft' 'spreecken' 'getelt' 'stelle' 'ick' 'omt'
 'overt' 'enich' 'uan' 'gert' 'here' 'versocht']",586,4,485,224,191
43,43,"['upden' 'upde' 'jnt' 'up' 'jnne' 'steerck' 'jnden' 'jn' 'jnde' 'ooc'
 'tsanderdaechs' 'keercke' 'uuyt' 'elc' 'tsente' 'gheweest' 'maecten'
 'sente' 'ougste' 'dwelc' 'vanghenesse' 'hemlien' 'sgraven' 'ghehanghen'
 'vischmaerct' 'pacienten' 'spaengiaerts' 'curts' 'sommighe' 'ghevanghen'
 'daerup' 'metten' 'gheseyt' 'veendelen' 'dwelck' 'stick' 'werdene'
 'ghelijcken' 'qualic' 'zesse' 'ic' 'sticken' 'ghenaemt' 'brocht' 'deen'
 'huus' 'wart' 'dierghelijcke' 'hueren' 'ghendt']",584,7,543,640,602
44,44,"['iseghem' 'hilonius' 'kortryk' 'heerlykheid' 'onderpastor' 'heiligen'
 'eindelyk' 'heilige' 'zyne' 'pastor' 'heilig' 'eeuw' 'ingelmunster'
 'zynen' 'frankryk' 'rousselaere' 'altyd' 'tydstip' 'christelyke'
 'inwoners' 'gewyd' 'tyd' 'wereld' 'bezat' 'arbeid' 'kruis' 'deugden'
 'kapel' 'parochianen' 'petrus' 'francies' 'doornik' 'wierd' 'had'
 'denzelfden' 'kerkelyke' 'hetwelk' 'twyfel' 'kon' 'dagelyks'
 'parochiekerk' 'zou' 'jaerlyks' 'goddelyke' 'zyner' 'gelyk' 'gesticht'
 'gods' 'kerk' 'terwyl']",567,14,277,176,198
45,45,"['zie' 'bladz' 'purmerende' 'heerlijkheijd' 'deze' 'egmond' 'heefd' 'regt'
 'vind' 'gemeld' 'kronijk' 'gebouwd' 'regeringe' 'tijd' 'volg' 'naderhand'
 'gesteld' 'werd' 'boek' 'octrooij' 'beschrijving' 'vervolg' 'regten'
 'welke' 'purmer' 'beschrijvinge' 'holl' 'historie' 'amsterd' 'had'
 'verders' 'holland' 'bladzijde' 'zederd' 'oog' 'wereld' 'dewelke' 'jaar'
 'kerk' 'enz' 'gedeelte' 'purmerend' 'verleend' 'gemaakt' 'kort' 'stuk'
 'eeuw' 'vernietigd' 'geschied' 'wijze']",561,12,210,229,249
46,46,"['afgekondigt' 'hallegebode' 'besluijt' 'degone' 'behelsende'
 'wijtloopige' 'trommelinge' 'ordonantie' 'municipaliteijt' 'geaffixeert'
 'centraele' 'placaete' 'gemakt' 'ordonantien' 'vanwegens' 'publicke'
 'behelst' 'eenider' 'zullen' 'bekentmaekinge' 'besluijten' 'orders'
 'administratie' 'wet' 'zullende' 'stadthuijs' 'toekomende' 'degene'
 'geordoneert' 'republijke' 'zal' 'gaset' 'borgerlijcke' 'gelijckelijk'
 'waerin' 'noodig' 'voorkomen' 'tenzij' 'waerbij' 'diesaengaende'
 'patrouillien' 'nivose' 'verwittigt' 'hetgone' 'gasette' 'worden'
 'schriftelijk' 'voortaen' 'toegesonden' 'konnen']",560,2,537,280,214
47,47,"['pinck' 'koijen' 'koe' 'decemb' 'begraaft' 'weijnigh' 'willemsz' 'veers'
 'novemb' 'plage' 'sterft' 'koebeesten' 'voorz' 'jacobsz' 'maant'
 'gekoemen' 'naarden' 'pestilentie' 'schout' 'siecke' 'kalf' 'sieck'
 'gerritsz' 'deses' 'pestilentale' 'moelen' 'octob' 'lambert' 'gehaalt'
 'gijsbert' 'pietersz' 'beest' 'harmen' 'waarde' 'persoen' 'genaamt'
 'sware' 'sterven' 'koemen' 'cornelisz' 'dogh' 'voornaam' 'gingh' 'ja'
 'aart' 'vierige' 'klaas' 'gerrit' 'swager' 'jansz']",554,9,504,227,381
48,48,"['aande' 'zuijdzijde' 'leuve' 'schiedamse' 'straat' 'scheepmakers' 'vest'
 'haven' 'betimmert' 'noordzijde' 'hoogstraat' 'gemaakt' 'poort' 'erven'
 'oostzijde' 'dwars' 'verkoft' 'steeg' 'onbetimmerde' 'gediept'
 'oostpoort' 'delfse' 'vaart' 'aant' 'voortijds' 'houte' 'getimmert'
 'steene' 'wederzijden' 'westzijde' 'brug' 'haringvliet' 'oude' 'bregge'
 'worde' 'leggende' 'besteed' 'muur' 'gemetselt' 'jaar' 'steen'
 'afgebroken' 'sloot' 'staan' 'dijk' 'malkander' 'aarde' 'breed' 'havens'
 'kleijne']",551,10,247,327,222
49,49,"['honger' 'mensen' 'sulcken' 'bedorven' 'menschen' 'vruchten' 'gebreck'
 'sulck' 'somer' 'beesten' 'vergaen' 'dieren' 'sulcke' 'coude' 'storven'
 'hoij' 'velt' 'verdroncken' 'winter' 'gedencken' 'tempeest' 'luijck'
 'gevrosen' 'coren' 'sulke' 'broot' 'sware' 'solders' 'isser'
 'verdestrueert' 'swaren' 'wint' 'soodat' 'casteelen' 'dijcken' 'kooren'
 'weijnigh' 'cooren' 'wasser' 'gewassen' 'duijsende' 'geregent' 'sterfte'
 'waerdoor' 'stierven' 'schaede' 'veroorsaeckt' 'aerde' 'dierte'
 'beschadigt']",548,9,322,320,262
50,50,"['ccccc' 'opten' 'gemaect' 'iaer' 'iaere' 'cccc' 'dusent' 'soe' 'bossche'
 'geordineert' 'hartoghe' 'opter' 'xvc' 'zoe' 'ian' 'inder' 'totten'
 'alzoe' 'scepenen' 'xxviij' 'alsoe' 'prinche' 'inne' 'dach' 'gecoren'
 'xl' 'alst' 'ians' 'dwelck' 'nyet' 'wt' 'metten' 'dyen' 'totter'
 'wesende' 'sonnendach' 'byden' 'genoch' 'gelyck' 'plach' 'voers' 'metter'
 'hartoge' 'buten' 'ghene' 'bruessel' 'iaren' 'xxx' 'behoeff' 'gecomen']",544,15,62,212,277
51,51,"['solemnele' 'plebaen' 'gecelebreert' 'peeters' 'misse' 'hooghmisse'
 'solemnelyk' 'kerke' 'sondagh' 'heyligh' 'feestdagh' 'musieck' 'sermoon'
 'solemneel' 'gewese' 'parochiale' 'lof' 'communie' 'gepredikt'
 'eerwaarde' 'autaer' 'dagh' 'missen' 'middagh' 'singen' 'mindebroeders'
 'processie' 'gesongen' 'choor' 'autaers' 'predikheeren' 'celebreren'
 'vergezelschapt' 'hoogmisse' 'middaghs' 'sacrament' 'devotie' 'octave'
 'eerw' 'capittel' 'geertruyden' 'vrydagh' 'pastoor' 'geeyndigt' 'wird'
 'gewesen' 'kercke' 'toeloop' 'rombouts' 'iersche']",534,11,214,347,322
52,52,"['guarnijsoen' 'datmen' 'uut' 'eenijghe' 'ghonne' 'elck' 'eenich'
 'eenighe' 'gheen' 'gheven' 'tsavonts' 'wasser' 'sommighe' 'spaensche'
 'metten' 'maecten' 'dijversche' 'tsnachts' 'laghen' 'opden' 'commen'
 'franchoisen' 'datter' 'mochte' 'maent' 'conden' 'bijnnen' 'ghelt'
 'creghen' 'trocken' 'logieren' 'hemlieden' 'volck' 'borghers' 'carracena'
 'brussele' 'wech' 'ligghen' 'wederomme' 'quaet' 'ghevonden' 'midts'
 'souldaten' 'noene' 'track' 'knechten' 'ghewelt' 'uuijt' 'twas' 'ijpre']",515,1,423,861,1049
53,53,"['hemlien' 'ooc' 'up' 'spaengiaerts' 'ghezeijt' 'curts' 'lettel' 'duuck'
 'dwelc' 'haerlier' 'ghuesen' 'jeghen' 'andtweerpen' 'zegghende' 'ghoet'
 'crijschknechten' 'qualic' 'dlandt' 'stick' 'ghuesche' 'tandtweerpen'
 'zecht' 'nauwelic' 'steerck' 'ghuesghezinde' 'moghelic' 'ghues'
 'dierghelijcke' 'ghaen' 'ghaf' 'wart' 'zegghen' 'valenchiene' 'eldere'
 'ghoede' 'sommighe' 'tvolc' 'ghane' 'dhandt' 'beghonde' 'ghaven' 'dijnck'
 'westcant' 'melcanderen' 'buten' 'meinsche' 'hilden' 'catolijcque'
 'spaengiaert' 'ghuldenen']",513,1,383,264,510
54,54,"['patrioticq' 'patrouillien' 'seffens' 'voorseker' 'aenkomen' 'besetting'
 'fijgen' 'menige' 'genoegsaem' 'verbreijt' 'duijsenden' 'eerstdaegs'
 'schrikkelijcke' 'verneemt' 'zoogenaemde' 'goon' 'verscheijde' 'troupen'
 'teweeg' 'temeer' 'veroorsakt' 'saeg' 'hooftwagt' 'nationeele' 'oorloog'
 'veroorsaeken' 'cruijspoorte' 'gemakt' 'smedepoorte' 'vergeleijt'
 'borgerlijcke' 'oorsaek' 'mogelijks' 'patriotten' 'reets' 'naermiddag'
 'vranrijk' 'besettinge' 'zaeg' 'heele' 'welpeijsende' 'opstant'
 'vaderlanders' 'redens' 'terwijl' 'zoodat' 'bijnae' 'swaerdekens' 'alom'
 'disorder']",506,1,490,489,436
55,55,"['vloed' 'dijken' 'overstroomd' 'zeewater' 'gevaar' 'doorbraak' 'dijk'
 'waardoor' 'plaatsen' 'watervloed' 'brak' 'zeedijk' 'zeedijken' 'golven'
 'huizen' 'water' 'veroorzaakt' 'beschadigd' 'gedeelte' 'gaten' 'dyken'
 'plaatzen' 'doorgebroken' 'dyk' 'paal' 'verbazende' 'vloeden' 'hoogte'
 'storm' 'gezonken' 'vernield' 'aangebragt' 'aanmerkelijke' 'dagelijks'
 'echter' 'paalwerk' 'noordwesten' 'bevrijd' 'schoorsteenen'
 'verscheidene' 'verdronken' 'gehele' 'ontzettende' 'heen'
 'onderscheidene' 'beschadigt' 'zuyder' 'diep' 'toestand' 'omtrek']",505,9,341,315,258
56,56,"['universiteyt' 'professor' 'medecynen' 'faculteyt' 'primarius'
 'godsgeleertheyd' 'professores' 'leempoel' 'magnificus' 'vounck'
 'philosophie' 'faculteyten' 'arten' 'castrum' 'rector' 'doctor' 'vercken'
 'gebortigh' 'universiteijt' 'lesse' 'marant' 'collegie' 'theologanten'
 'theologie' 'professoren' 'lelie' 'valk' 'gewese' 'gebortig' 'peeters'
 'lessen' 'regent' 'gewesen' 'canonik' 'duyts' 'mynheer' 'gezeyt' 'hearn'
 'plebaen' 'theologant' 'studie' 'welken' 'substituet' 'genoemt'
 'seminarie' 'ledemaeten' 'hollands' 'altyt' 'aenstonts' 'gerught']",499,4,356,213,156
57,57,"['maar' 'waardoor' 'dagelijks' 'thans' 'genoegzaam' 'aanhouden' 'tijd'
 'gaan' 'daardoor' 'echter' 'voorraad' 'oorzaak' 'gebrek' 'wijnig' 'wijl'
 'kon' 'weinig' 'krijgen' 'staan' 'waar' 'mogelijk' 'goed' 'dikwijls'
 'toen' 'sterk' 'vaak' 'steeds' 'digt' 'bijzonder' 'maakten' 'zulk'
 'genoeg' 'koud' 'laat' 'voorjaar' 'markt' 'daar' 'sterke' 'aanhoudene'
 'oog' 'reeds' 'daarvan' 'dewijl' 'genoodzaakt' 'somtijds' 'ijs' 'zwaar'
 'jaar' 'maakte' 'veroorzaakt']",490,6,393,313,403
58,58,"['vloot' 'nederlandse' 'admiraal' 'adm' 'tromp' 'oorlogschepen' 'engelse'
 'gevegt' 'oorlogs' 'boord' 'oorlog' 'spaanse' 'vlooten' 'texel'
 'geraakten' 'kust' 'overwinning' 'hollandsche' 'scheepen' 'strand'
 'bestond' 'vlie' 'branders' 'maas' 'vlag' 'zweeden' 'manschap'
 'fregatten' 'oorlogschip' 'schip' 'lading' 'kusten' 'engelsche' 'vijand'
 'echter' 'scheeps' 'engelschen' 'gezonken' 'fransen' 'ruijter' 'geraakte'
 'vice' 'zee' 'bestaande' 'engeland' 'commando' 'engelsen'
 'krijgsgevangen' 'gesneuveld' 'friesland']",486,1,254,239,158
59,59,"['romeijn' 'paus' 'vercoren' 'innocentius' 'clemens' 'regierde' 'roome'
 'gregorius' 'pausdom' 'regieringhe' 'ghestorven' 'urbanus' 'pontificat'
 'gheregiert' 'roomen' 'leo' 'benedictus' 'succederen' 'joannes' 'pausen'
 'bonifacius' 'gheboren' 'jaere' 'romijn' 'adrianus' 'stoel' 'doge'
 'wirdt' 'ghecoren' 'sijnen' 'maenden' 'gheseijt' 'pius' 'keijser' 'iv'
 'overleedt' 'romeijnen' 'gheleert' 'ghecroont' 'regierijnghe' 'ottho'
 'eugenius' 'romen' 'jerusolem' 'regeerde' 'constantinus' 'sone'
 'henricus' 'petrus' 'sijns']",480,12,71,88,95
60,60,"['subitelijk' 'gebuerde' 'zoodaenig' 'tijdelijcke' 'ongeluckig'
 'nauwelijcks' 'ongeluckigen' 'besig' 'ongeluk' 'waerschijnelijk'
 'vrugteloos' 'ellendig' 'kint' 'herberge' 'meijnde' 'ongeluck' 'vermist'
 'wonende' 'iemant' 'bevont' 'sr' 'gevonden' 'toegebragt' 'hetwelck'
 'swemmen' 'seffens' 'gedregen' 'hetzelve' 'aensicht' 'gewont' 'waerdoor'
 'konnende' 'dusdaenig' 'schrik' 'geapparendeert' 'stierf' 'knegt'
 'onvoorsiens' 'daeruijt' 'viel' 'zooverre' 'doodt' 'ongeluckige' 'vond'
 'olie' 'mogelijks' 'bedde' 'konde' 'verhangen' 'jammerlijk']",477,9,463,196,165
61,61,"['vranckrijcke' 'gheseijt' 'sijnen' 'loijs' 'sone' 'co' 'gheregiert'
 'ghetrauwt' 'huijsvrauwe' 'ghestorven' 'jaere' 'regierde' 'regieringhe'
 'ghecroont' 'coninck' 'succederen' 'baudewijn' 'koninck' 'carole'
 'traude' 'keijser' 'henricus' 'rijcke' 'sijns' 'overleedt' 'houwelick'
 'thierij' 'conijnck' 'philippus' 'succedeerde' 'anno' 'ghetraut'
 'ferdinandus' 'schodtlandt' 'regieren' 'carle' 'philips' 'coninghen'
 'regierijnghe' 'jerusolem' 'lotharius' 'autsten' 'regneerde' 'hongarijen'
 'margriete' 'corts' 'vercoren' 'gheboren' 'konijnck' 'sijn']",476,12,98,141,178
62,62,"['romijn' 'wirdt' 'stoel' 'roomen' 'paus' 'regeerde' 'gekosen' 'clemens'
 'vacant' 'maenden' 'innocentius' 'gregorius' 'leo' 'iaren' 'urbanus'
 'bonifacius' 'pausen' 'maendt' 'stephanus' 'romen' 'iv' 'pius'
 'benedictus' 'leerde' 'joannes' 'dagen' 'bleef' 'sten' 'leerden' 'jaren'
 'kerck' 'concilie' 'roome' 'pausdom' 'gecoosen' 'romeijn' 'constantinus'
 'adrianus' 'pontificat' 'anno' 'paulus' 'stirf' 'ketter' 'luther'
 'laurentius' 'jubile' 'martinus' 'toscanen' 'houwelijck' 'dagh']",476,12,94,107,109
63,63,"['hijer' 'zwolle' 'oover' 'wirde' 'hartogh' 'sich' 'stadtholder' 'solden'
 'gelderse' 'holden' 'datse' 'geholden' 'nogh' 'steenwijck' 'kneghten'
 'genoemt' 'getoogen' 'gelder' 'wirt' 'schenck' 'selffs' 'kampen' 'wolden'
 'oorlogh' 'bischop' 'deventer' 'olde' 'doe' 'gelijck' 'hyer' 'anno'
 'graeff' 'wirden' 'gemaeckt' 'tuschen' 'tussen' 'wolde' 'hattem'
 'hooffden' 'yssel' 'solde' 'hasselt' 'gesproocken' 'malckanderen'
 'toogen' 'nae' 'seeckere' 'eodem' 'overyssel' 'kreegh']",476,13,224,205,274
64,64,"['haver' 'broot' 'advenant' 'rogge' 'stuyvers' 'gulden' 'vat' 'garst'
 'pont' 'stuyver' 'terwe' 'roggen' 'gerst' 'stuijver' 'stuvers' 'rog'
 'stuijvers' 'kaes' 'schellingen' 'bier' 'blancken' 'tonne' 'mudde'
 'booter' 'coren' 'pondt' 'myten' 'erten' 'boonen' 'tarwe' 'sack'
 'dierder' 'malder' 'oirt' 'pond' 'haever' 'kooren' 'bodd' 'oort' 'halven'
 'prijs' 'schepel' 'daelder' 'cocht' 'graen' 'stuivers' 'gl' 'halve' 'qr'
 'tarw']",473,6,313,393,282
65,65,"['seminarie' 'leeringe' 'grondregels' 'seminarien' 'bisschoppelyke'
 'lessen' 'leering' 'aengezien' 'theologanten' 'theologie' 'professoren'
 'studie' 'faculteyt' 'studien' 'seminaristen' 'professores' 'gene'
 'christelyke' 'verklaeren' 'borsen' 'opzigte' 'universiteyt' 'welzyn'
 'tegenstrydig' 'aengaet' 'bisschoppen' 'vereysschen' 'zaeken' 'aenzien'
 'myne' 'algemeyn' 'ul' 'godsgeleertheyd' 'gy' 'toebetrouwt' 'maetregels'
 'voorwerp' 'uwe' 'zeden' 'inzigten' 'onderdaenen' 'zenden' 'middels'
 'gehoorzaemen' 'gelooven' 'wyze' 'zult' 'bezonder' 'tyd' 'verzekeren']",472,4,302,230,213
66,66,"['bataillon' 'garnizoen' 'regiment' 'bataillons' 'civique' 'kompagnie'
 'detachement' 'detachementen' 'bezettinge' 'dragonders' 'hussaren'
 'garde' 'voetvolk' 'grenadiers' 'bezetting' 'aengekomen' 'troepen'
 'morgend' 'jagers' 'vrywilligers' 'peerd' 'vertrokken' 'commandant'
 'jaegers' 'linie' 'luyk' 'brigade' 'korps' 'ruyterye' 'regimenten'
 'kolonel' 'trokken' 'borgerwacht' 'hollandsche' 'wapens' 'muziek' 'depot'
 'granadiers' 'gelogeerd' 'garnisoen' 'militairen' 'anderdags' 'canoniers'
 'kapiteyn' 'pompiers' 'troupen' 'gemarcheert' 'gendarmen' 'corps'
 'marsch']",469,1,451,426,371
67,67,"['werd' 'naderhand' 'wierd' 'had' 'bekend' 'gebruik' 'toen' 'kerk'
 'gelegenheid' 'deze' 'geplaatst' 'kon' 'echter' 'waarvan' 'maakte'
 'leeuwarden' 'daarna' 'einde' 'deeze' 'aan' 'buiten' 'maakten' 'gaan'
 'vond' 'gesteld' 'waar' 'plaats' 'jaar' 'bepaald' 'gemaakt' 'warga'
 'naam' 'genaamd' 'kwam' 'zaak' 'hield' 'gezegd' 'huis' 'uit' 'vergaderd'
 'herberg' 'naar' 'eigen' 'maar' 'uitnoodiging' 'niemand' 'ruim'
 'dezelfde' 'gelegd' 'enz']",468,10,395,493,578
68,68,"['tempeest' 'sulck' 'schaede' 'caude' 'conden' 'menichte' 'sulcken'
 'datter' 'ghesien' 'vergaen' 'wasser' 'verdroncken' 'reghen' 'vruchten'
 'sach' 'menich' 'bedorven' 'revieren' 'quaet' 'connen' 'meuren'
 'waerdoor' 'stercken' 'windt' 'volck' 'conde' 'datmen' 'dijcken' 'brandt'
 'ongheluck' 'gheruineert' 'menschen' 'ghelijck' 'stercke' 'coude'
 'ghetal' 'lantvolck' 'gheraeckt' 'vluchten' 'gheleden' 'bijnaer' 'caut'
 'waerdeur' 'ligghen' 'duijsende' 'oock' 'drooghe' 'maeckten' 'sterck'
 'dycken']",467,9,277,325,291
69,69,"['ramoer' 'soldaten' 'spaengnaerts' 'walen' 'borghers' 'spaigniaerts'
 'vuyt' 'snachts' 'hoochduytsche' 'comen' 'knechten' 'walsche' 'lodron'
 'mochten' 'gequets' 'borgerhout' 'spaengiarden' 'merckt' 'volck'
 'duytsche' 'gecomen' 'sach' 'gebrocht' 'comende' 'heymelyck' 'vendelen'
 'gehanghen' 'duytschen' 'vuyter' 'merct' 'wacht' 'meynden' 'hebbense'
 'voirß' 'wycken' 'gevanghen' 'borgeren' 'meynende' 'overlast' 'doer'
 'ruyters' 'stat' 'gescut' 'cost' 'droncken' 'spaengaerden' 'lyff'
 'quaetwillighe' 'maecten' 'stathuys']",466,1,417,1066,848
70,70,"['duysent' 'wissel' 'viertigh' 'hondert' 'guldens' 'somme' 'betaelen'
 'dertigh' 'twintigh' 'stuyvers' 'myten' 'penningen' 'sestigh' 'vyftigh'
 'betaelinge' 'vyfthien' 'renten' 'brouwers' 'thien' 'gelicht' 'lichtinge'
 'ambacht' 'geld' 'betaelt' 'tachentig' 'dry' 'twintig' 'gelt' 'sullen'
 'gene' 'acht' 'lasten' 'beloopen' 'verkoght' 'francs' 'penninck' 'twelf'
 'sal' 'veertigh' 'geconsenteert' 'intresten' 'myte' 'specien'
 'voorschreve' 'vrydom' 'ofte' 'capitael' 'derthien' 'gulden' 'seventhien']",464,6,267,216,258
